GEO_ID,GEO_ID_F,NAME,NAICS2017,NAICS2017_F,INDLEVEL,NAICS2017_LABEL,INDGROUP,SECTOR,SUBSECTOR,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,EMPSZFI,EMPSZFI_LABEL,QDESC,QDESC_LABEL,BUSCHAR,BUSCHAR_LABEL,YEAR,FIRMPDEMP,FIRMPDEMP_PCT,RCPPDEMP,RCPPDEMP_PCT,EMP,EMP_PCT,PAYANN,PAYANN_PCT,FIRMPDEMP_S,FIRMPDEMP_PCT_S,RCPPDEMP_S,RCPPDEMP_PCT_S,EMP_S,EMP_PCT_S,PAYANN_S,PAYANN_PCT_S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,A1,All firms,2018,1065,X,6121582,X,31711,X,1483619,X,24.9,X,29.8,X,25.9,X,27.8,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IB,Federal government,2018,18,5.3,66832,3.8,553,5.7,35418,8.5,37.2,3.3,38.5,5.2,45.7,3.9,49.3,7.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,S,S,S,S,"2,500 to 4,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,ID02,Other organizations,2018,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IE,Individuals,2018,S,S,S,S,"2,500 to 4,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IF,Total reporting,2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IG,Item not reported,2018,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,642,Firms with 50 to 99 employees,B14,CUST,A1,All firms,2018,316,X,3709944,X,22969,X,819021,X,46.2,X,36.2,X,51,X,39.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IB,Federal government,2018,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,642,Firms with 50 to 99 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,S,S,S,S,"2,500 to 4,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IE,Individuals,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IF,Total reporting,2018,S,S,S,S,"2,500 to 4,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IG,Item not reported,2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,651,Firms with 100 to 249 employees,B14,CUST,A1,All firms,2018,212,X,4869469,X,28171,X,1418362,X,35.1,X,29,X,32.5,X,39.2,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,651,Firms with 100 to 249 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IE,Individuals,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IF,Total reporting,2018,10,100,186779,100,1249,100,50170,100,39.9,0,45.2,0,40.4,0,58.1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,652,Firms with 250 to 499 employees,B14,CUST,A1,All firms,2018,27,X,1816925,X,9090,X,493304,X,21.6,X,23.4,X,16.5,X,10.8,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,652,Firms with 250 to 499 employees,B14,CUST,IB,Federal government,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,652,Firms with 250 to 499 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,652,Firms with 250 to 499 employees,B14,CUST,IF,Total reporting,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,657,Firms with 500 employees or more,B14,CUST,A1,All firms,2018,17,X,2327499,X,25272,X,863606,X,9.4,X,0.7,X,0.3,X,0.5,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,657,Firms with 500 employees or more,B14,CUST,IB,Federal government,2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,657,Firms with 500 employees or more,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,657,Firms with 500 employees or more,B14,CUST,IF,Total reporting,2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,A1,All firms,2018,62536,X,32019324,X,0,X,4374707,X,2.7,X,11.8,X,0,X,4.5,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,IB,Federal government,2018,293,2.2,72369,1.3,0,0,23189,3.4,38.7,0.8,48.4,0.6,0,0,45.8,1.6
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,S,S,S,S,0 to 19 employees,S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,7029,51.6,3019100,52.5,0,0,399041,58.3,6.8,2.1,15.8,11.6,0,0,13.1,5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,ID02,Other organizations,2018,S,S,S,S,0 to 19 employees,S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,IE,Individuals,2018,7449,54.7,2898447,50.4,0,0,287547,42,4.7,1.7,33.5,11.1,0,0,10.7,3.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,IF,Total reporting,2018,13609,100,5754312,100,0,0,684322,100,5.5,0,18,0,0,0,10.9,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,611,Firms with no employees,B14,CUST,IG,Item not reported,2018,2897,X,641973,X,0,X,81087,X,7.2,X,16,X,0,X,23.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,A1,All firms,2018,292977,X,154725782,X,624476,X,21221325,X,1,X,1.4,X,1.4,X,3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,IB,Federal government,2018,3661,3.2,1924180,3.1,7617,3.1,500358,5.3,6.4,0.2,11.8,0.4,6.3,0.2,8.2,0.4
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,4536,3.9,2212853,3.6,9872,4.1,468021,5,8.5,0.3,9.8,0.3,9.7,0.4,10.1,0.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,34928,30.4,23289277,37.8,65949,27.2,4061878,43.2,1.9,0.4,3.7,0.8,2,0.3,7,1.7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,ID02,Other organizations,2018,2872,2.5,1582849,2.6,6110,2.5,390106,4.1,7.5,0.2,12.9,0.4,10.6,0.3,13,0.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,IE,Individuals,2018,85604,74.4,41453628,67.3,188950,77.9,5780368,61.4,1.3,0.3,3.1,0.8,1.8,0.5,2.6,1.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,IF,Total reporting,2018,114989,100,61592139,100,242669,100,9407459,100,1.1,0,2.7,0,1.4,0,3.5,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,612,Firms with 1 to 4 employees,B14,CUST,IG,Item not reported,2018,27787,X,13578483,X,59806,X,1929578,X,2.3,X,5.7,X,2.2,X,4.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,A1,All firms,2018,110818,X,121526481,X,729216,X,22209796,X,1.6,X,3.3,X,1.6,X,1.5,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,IB,Federal government,2018,1609,3.5,2265861,4.3,10500,3.5,534168,5.3,9.5,0.4,23,0.9,9.5,0.3,11.6,0.6
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,2521,5.6,3208809,6,16945,5.7,815045,8,9.8,0.5,18.7,1,9.9,0.6,12.8,1
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,10926,24.1,21392747,40.3,72878,24.4,3770514,37.1,3.1,0.8,6.8,2,3.4,0.8,5.1,1.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,ID02,Other organizations,2018,1254,2.8,2211103,4.2,8438,2.8,432161,4.3,14.6,0.4,28.6,1.1,14.7,0.4,14.5,0.6
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,IE,Individuals,2018,37390,82.4,36733777,69.1,245005,82.2,7188291,70.8,2.1,0.9,3.3,2.6,1.8,0.9,2.5,1.7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,IF,Total reporting,2018,45366,100,53138397,100,298078,100,10150687,100,1.4,0,2.8,0,1.2,0,2.1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,620,Firms with 5 to 9 employees,B14,CUST,IG,Item not reported,2018,10326,X,8314053,X,67618,X,1641087,X,4.4,X,5.5,X,4.5,X,6.2,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,A1,All firms,2018,65993,X,117968761,X,892808,X,26272532,X,2.3,X,6.2,X,2.3,X,3.3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,IB,Federal government,2018,1095,4.3,2186583,4.2,14085,4.1,646264,5.8,13.8,0.6,16.5,0.9,13.9,0.6,20.6,1.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,1762,6.9,3279550,6.3,23676,7,1022363,9.1,12.5,0.9,13.5,0.8,12,0.9,14.9,1.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,6777,26.7,24113852,46.4,90343,26.5,4254512,38,5,1.1,16,4.6,5.3,1.1,8.3,1.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,ID02,Other organizations,2018,858,3.4,1519080,2.9,11988,3.5,431413,3.9,17.7,0.6,20.5,0.7,18.8,0.7,22.2,0.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,IE,Individuals,2018,20488,80.7,35565868,68.4,274781,80.7,7542393,67.4,1.9,1.1,11.9,4,1.5,1.2,3.6,1.7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,IF,Total reporting,2018,25388,100,51967864,100,340564,100,11191824,100,2.6,0,7.4,0,2.4,0,4.6,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,630,Firms with 10 to 19 employees,B14,CUST,IG,Item not reported,2018,4780,X,7096134,X,64704,X,1631527,X,8.5,X,9.6,X,8.9,X,11.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,A1,All firms,2018,34564,X,142589783,X,1003606,X,34135301,X,4.8,X,8.5,X,5.2,X,5.7,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IB,Federal government,2018,941,7.9,4714563,9.4,27579,8,1782811,13.9,12.5,0.9,17.9,2,11.6,0.8,15,2.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,1071,9,7145534,14.2,31967,9.3,1855892,14.5,9.4,0.8,21.1,2.7,9.3,0.8,17,2.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,3524,29.5,27563148,54.9,103831,30.1,5766480,45.1,9.5,2.5,11,3.2,9.9,2.5,9,3.7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,ID02,Other organizations,2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IE,Individuals,2018,8974,75,25279416,50.3,254722,73.9,6848689,53.6,3.4,1.6,7.3,4.3,3.6,1.5,6,3.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IF,Total reporting,2018,11960,100,50225361,100,344464,100,12781387,100,3.9,0,8.1,0,4.4,0,5.6,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,641,Firms with 20 to 49 employees,B14,CUST,IG,Item not reported,2018,1683,X,5940368,X,45160,X,1540370,X,12.9,X,34.8,X,12,X,20.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,A1,All firms,2018,7315,X,84333565,X,494239,X,18545066,X,10.1,X,16.1,X,9.6,X,11.6,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IB,Federal government,2018,112,5.4,2555622,10.3,8719,6.2,737290,13.7,37.9,1.8,35.9,8.4,38.1,2.2,54.7,6.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,291,14,3218767,13,21581,15.4,1052370,19.6,28.6,4.2,19.4,7.5,28.2,4.6,25.9,4.1
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,752,36.2,18617476,74.9,50608,36.1,3060283,57,18.6,4.9,22.7,5.7,17.8,4.8,25.2,7.4
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,ID02,Other organizations,2018,143,6.9,1668753,6.7,11100,7.9,412217,7.7,31.4,1.8,16.9,8.5,33.1,2.2,30.4,1.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IE,Individuals,2018,1369,66,11856775,47.7,94272,67.2,2852314,53.1,14.4,5.5,32.4,13,15.4,5.8,21.3,7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IF,Total reporting,2018,2075,100,24841607,100,140343,100,5369506,100,10.2,0,18,0,10.5,0,15.2,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,642,Firms with 50 to 99 employees,B14,CUST,IG,Item not reported,2018,S,S,S,S,"10,000 to 24,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,A1,All firms,2018,2597,X,91315680,X,374076,X,17882511,X,9.6,X,30.3,X,10.1,X,9.7,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IB,Federal government,2018,48,7.9,1348059,6.8,8292,10.2,528303,11.7,37.6,3.5,43.5,3.3,41.4,4.3,44.5,5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,S,S,S,S,"10,000 to 24,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,396,65.5,17510720,88.6,52020,64,3714458,82.2,24.3,10,31.9,6,23.5,10,28.1,6
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IE,Individuals,2018,248,41,2059749,10.4,30714,37.8,654937,14.5,23.6,6.8,23.1,5.8,24,7.2,28.3,5.7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IF,Total reporting,2018,605,100,19766567,100,81238,100,4516555,100,17.6,0,28.3,0,18.9,0,26.3,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,651,Firms with 100 to 249 employees,B14,CUST,IG,Item not reported,2018,S,S,S,S,"2,500 to 4,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,A1,All firms,2018,573,X,36680460,X,212157,X,9659039,X,27,X,19.6,X,27.8,X,16.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,IB,Federal government,2018,7,3.8,743426,7.5,2676,3.9,245572,12.7,47.6,3.1,31.4,8,38.1,3.8,42.4,10.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,S,S,S,S,"10,000 to 24,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,ID02,Other organizations,2018,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,IE,Individuals,2018,120,64.5,2548808,25.6,43300,63.1,734225,37.8,38.7,15.3,42,25.1,39.9,17.5,40.9,26.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,IF,Total reporting,2018,186,100,9948360,100,68625,100,1940349,100,35.6,0,44,0,37.4,0,26.8,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,652,Firms with 250 to 499 employees,B14,CUST,IG,Item not reported,2018,D,D,D,D,"5,000 to 9,999 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,A1,All firms,2018,462,X,82164381,X,759488,X,21499987,X,21.7,X,14.3,X,8.7,X,8.7,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,IB,Federal government,2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,IC,"State and local government, including school districts, transportation authorities, etc.",2018,3,5.5,200026,4.4,3367,2.2,87711,5.7,33.3,0,0.4,0,1.1,0,0.3,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,ID01,"Other businesses, including distributors of your product(s)",2018,S,S,S,S,"25,000 to 49,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,IE,Individuals,2018,8,14.5,418883,9.2,112689,74.7,140526,9.2,12.5,0,0.2,0,1.3,0,0.1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,IF,Total reporting,2018,S,S,S,S,"100,000 employees or more",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,60,Asian,1,Total,657,Firms with 500 employees or more,B14,CUST,IG,Item not reported,2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,611,Firms with no employees,B14,CUST,A1,All firms,2018,809,X,243897,X,0,X,47688,X,23.1,X,22.5,X,0,X,26.1,X
